Title,Type,Price,Bedrooms,Bathrooms,Area,Verified
for sale MVHP fully finished apartment 133 sqm immediate delivery view landscape with kitchen and air-condition,Apartment," 8,000,000.00 ",2,2,133,
Penthouse for Sale – Prime Location near Fatma El-Sharbatly Mosque,," 9,000,000.00 ",4,4,329,
Corner Apartment ready to move with Open Landscape View – Eastown,Apartment," 13,500,000.00 ",3,3,192,Verified Business
"Resale apartment for sale, 158m², in Palm Hills New Cairo, immediate delivery, prime location and practical layout.",Apartment," 10,000,000.00 ",2,3,158,Verified Business
Apartment with Landscape View for Sale in Hyde Park New Cairo - 191m | 3 Bedrooms,Apartment," 9,750,000.00 ",3,4,191,Verified Business
Apt 176m With installment Resale in Taj City ( Club Side ) lowest Price,," 7,735,000.00 ",3,3,176,Verified Business
FOR SALE – Rehab City | 110 sqm Apartment,Apartment," 5,100,000.00 ",3,2,110,
Apartment for Sale in a Prime Location with Landscape View – Hyde Park New Cairo,Apartment," 10,500,000.00 ",3,3,190,Verified Business
FOR SALE – Rehab City | Prime Residential Apartment,Apartment," 6,200,000.00 ",3,2,155,
Elevated ground floor in banafseg 2 fully finished,," 8,000,000.00 ",3,2,200,Verified Business
Duplex La Mirada direct on lake ready to move prime location,," 15,000,000.00 ",5,5,468,Verified Business
"At a price for a very special duplex shot on North 90 Street, Fifth Settlement, New Cairo, immediate delivery Ultra Super Lux",," 13,000,000.00 ",4,2,350,
Apartment for sale in View Garden in Areqa villas Alnargis at New Cairo The Ultra Super Lux,Apartment," 7,250,000.00 ",3,2,240,
Ground apartment with garden in el rehab  With special price,Apartment," 8,000,000.00 ",3,3,165,Verified Business
 iVilla Garden for Sale – MV Hyde Park,," 18,800,000.00 ",3,3,278,
"Apartment ground floor with garden for sale, fully furnished, with a small down payment and installments over 10 years",Apartment," 25,000,000.00 ",3,2,172,
Apartment with garden for sale in marasem,Apartment," 10,800,000.00 ",3,2,136,
"Finished apartment with air conditioners, 5% down payment and 10 years installment, direct on the Middle Ring Road - Telal East Compound - New Cairo",Apartment," 5,880,000.00 ",1,1,79,Verified Business
Very Prime Location Apartment For Sale in Eastown - New Cairo,Apartment," 13,000,000.00 ",3,3,188,Verified Business
Fully Finished Duplex For Sale in Village Gate -New Cairo,," 11,750,000.00 ",3,2,210,Verified Business
Prime Location Furnished Apartment For Sale in Galleria Moon Valley - New Cairo,Apartment," 13,567,500.00 ",3,3,160,Verified Business
Luxurious Furnished Apartment For Sale in Eastown - New Cairo,Apartment," 14,000,000.00 ",2,4,156,Verified Business
Finished Apartment For Sale in 90 Avenue - New Cairo,Apartment," 9,500,000.00 ",2,3,157,Verified Business
Prime Location Apartment For Sale in Eastown - New Cairo,Apartment," 13,500,000.00 ",3,3,187,Verified Business
Prime Location Duplex with Garden For Sale in Hyde Park - New Cairo,," 15,250,000.00 ",3,3,244,Verified Business
Fully Furnished Apartment For Sale in Cairo Festival City - New Cairo,Apartment," 16,500,000.00 ",2,2,145,Verified Business
Finished duplex ready for immediate delivery in Sodic Villette at a special price,," 15,000,000.00 ",4,4,291,
"Fully finished apartment for sale in the heart of the Golden Square in New Cairo's Fifth Settlement, in the La Vista Patio Oro compound, with installm",Apartment," 12,460,000.00 ",3,2,164,Verified Business
Apartment Fully Finished ready to move in dar masr,Apartment," 3,400,000.00 ",3,3,150,Verified Business
Village Gate compound . . Ready to move . . Studio apartment for sale,Apartment," 4,900,000.00 ",1,1,90,Verified Business
Extra Super Lux . . Resale apartment 133m . . Mountain View Hyde Park MVHP,Apartment," 8,500,000.00 ",2,2,133,Verified Business
Ready To Move 225 sqm Apartment in Promenade compound . . Wadi Degla . . 5th Settlement beside The Hub Waterway,Apartment," 5,900,000.00 ",4,3,225,Verified Business
"Apartment 165m + 70m garden for sale in Hyde Park Compound, Fifth Settlement",Apartment," 12,000,000.00 ",3,3,165,Verified Business
190m² ground floor apartment + 100m² garden for sale in installments in a compound opposite Al Rehab,Apartment," 9,750,000.00 ",3,3,190,Verified Business
"“Immediate delivery apartment in a prime location in New Cairo, Fifth Settlement, next to the American University, for sale in Sephora Heights Compoun",Apartment," 8,794,500.00 ",3,3,205,Verified Business
Penthouse for Sale with Direct Lake View – Lake View Residence 2,," 20,099,000.00 ",3,4,250,Verified Business
"“Immediate delivery apartment in a prime location in New Cairo, Fifth Settlement, next to the American University, for sale in Sephora Heights Compoun",Apartment," 8,794,500.00 ",3,3,205,Verified Business
Penthouse for Sale with Direct Lake View – Lake View Residence 2,," 20,099,000.00 ",3,4,250,Verified Business
استلام فوري علي المفتاح بأرخص سعر متر في التجمع وأطول فترة سداد,," 3,000,000.00 ",3,3,140,
من المالك شقه للبيع في المرحلة الرابعة الرحاب القاهرة الجديدة,," 5,300,000.00 ",2,1,109,Verified User
"Apartment 171 m² / fully finished / immediate delivery / for sale in Address East Compound, Fifth Settlement - New Cairo, in installments",Apartment," 7,300,000.00 ",3,3,171,Verified Business
Apartment 170 m Al-Andalus al-Jadida Super Lux Third floor Elevator working Modern building,Apartment," 4,700,000.00 ",3,2,170,
For Sale: Prime Location Apartment in Patio Oro Compound – New Cairo,Apartment," 11,000,000.00 ",3,3,199,Verified Business
"Apartment in La Vista, New Cairo, below the company price, fully furnished and ready for handover. Resale directly from the owner.",Apartment," 12,000,000.00 ",3,2,164,
"Duplex with Garden  Ready to Move In  Landscape View  Hyde Park, Garden Residence",," 9,920,000.00 ",2,3,177,Verified Business
Apartment 130 m compound national defense first floor super lux on Island Street directly first residence,Apartment," 4,000,000.00 ",2,1,130,
Apartment / 3 rooms / ready to move  / 40% discount on cash / for sale in Galleria Compound - Fifth Settlement - New Cairo,Apartment," 9,147,000.00 ",3,2,153,Verified Business
Private duplex with roof/ready for viewing/for sale in Azad Compound - Fifth Settlement next to AUC with installments over 5 years azad,," 15,134,134.00 ",3,3,195,Verified Business
Luxury apartment for sale in New Cairo (Al Tagamoa)?,Apartment," 8,800,000.00 ",3,2,176,
"“Immediate delivery apartment with an open view overlooking landscape and lagoon, for sale in Creek Town Compound, Fifth Settlement, New Cairo – Cairo",Apartment," 9,230,000.00 ",3,3,165,Verified Business
"165 sqm Apartment for Sale, Immediate Delivery in Creek Town Compound, First Settlement, with a Prime View and near Rehab City.",Apartment," 9,200,000.00 ",3,2,165,Verified Business
"Apartment for sale in El Rehab 2, 182 sqm, first residence, direct from owner (mediator)
شقة للبيع بالرحاب٢  182متر اول سكن وسيط من المالك مباشر",Apartment," 10,200,000.00 ",3,3,182,
"For sale in Cairo Festival City: a fully furnished apartment with hotel-style furnishings and complete finishing, including air conditioning.",Apartment," 16,500,000.00 ",2,3,165,Verified Business
"A penthouse with a roof is available for sale at a special price, lower than the market price, in Mountain View Hyde Park compound.",," 9,500,000.00 ",3,2,165,Verified Business
Apartment 119 square meters for sale in Seventh Aljadeed? broker from the owner direct,Apartment," 7,500,000.00 ",3,3,119,
"A finished apartment in a compound in Fifth Settlement is for sale for 8 million, with no further installments due, and includes a storage unit",Apartment," 8,000,000.00 ",2,2,131,Verified Business
"Cash required: 8,700,000 Egyptian pounds only, for a fully finished 200-square-meter apartment in New Cairo.",Apartment," 8,700,000.00 ",3,2,200,Verified Business
"Duplex with a garden for sale in the First Settlement, Al Banafseg area. A great deal! Prime location opposite the Waterway.",," 10,300,000.00 ",4,3,320,Verified Business
"This apartment is for sale for only 8 million and 200 thousand in the Fifth Settlement, in Al Banafseg, with an area of ​​225 square meters and a prim",Apartment," 8,200,000.00 ",3,3,225,Verified Business
"A fully furnished 200-meter apartment with all electrical appliances, air conditioners, and a kitchen in Galleria Compound in New Cairo",Apartment," 16,500,000.00 ",3,2,200,Verified Business
"This furnished apartment is for sale in Cairo Festival City, including air conditioning. It's a steal at this price and can also be rented .",Apartment," 13,650,000.00 ",2,2,138,Verified Business
دبل فيس علي حديقه كبيره علي الشارع الرئيسي,," 4,300,000.00 ",3,2,220,
"For sale, a 3-bedroom apartment with a wonderful view, in installments, in Taj City Compound, near the Police Academy and minutes from Nasr City",Apartment," 6,500,001.00 ",3,2,166,Verified Business
Apartment 3 bdr  fully finished prime location open view in Al Marasem Fifth Square in Golden Square Fifth Settlement New Cairo,Apartment," 15,300,000.00 ",3,3,168,Verified Business
"Own a 128 sqm apartment close to all services, directly next to the airport.",Apartment," 5,600,000.00 ",2,1,128,Verified Business
"“Hot deal fully finished super deluxe apartment, ready for viewing, in Fifth Settlement near the American University, located in Amorada Compound – Ne",Apartment," 12,000,000.00 ",3,3,220,Verified Business
fully finished Apartment 2rooms sale Compound Hyde Park Fifth Settlement New Cairo,Apartment," 9,200,000.00 ",2,2,145,Verified Business
Best price Penthouse 187m with ACs + kitchen sale Fifth Square Al Marasem New Cairo,," 13,800,000.00 ",3,3,187,Verified Business
Apartment for sale in Dar Misr Compound Al-Qornflel next to Rehab Fifth Settlement New Cairo,Apartment," 3,950,000.00 ",3,3,140,
للبيع في كمبوند امارا من نيو بلان دايركت علي التسعين الشمالي تربلكس متشطب بالكامل  بالتقسيط علي 10 سنين,," 22,000,000.00 ",4,4,260,
بالتقسيط علي 10 سنين تربلكس متشطب بالكامل  للبيع في كمبوند امارا من نيو بلان دايركت علي التسعين الشمالي,," 22,000,000.00 ",4,4,260,
تربلكس متشطب بالكامل  بالتقسيط علي 10 سنين للبيع في كمبوند امارا من نيو بلان دايركت علي التسعين الشمالي,," 22,000,000.00 ",4,4,260,
Ready to Deliver . . Amazing Apartment 200m . . El Patio Oro La Vista . . in front of New Capital City,Apartment," 11,000,000.00 ",3,3,200,Verified Business
Ready to Deliver . . Apartment 200m . . El Patio Oro La Vista . . in front of New Capital City,Apartment," 11,500,000.00 ",3,3,200,Verified Business
Apartment 210m . . El Patio Oro Lavista . . in front of New Capital City . . Ready to deliver,Apartment," 11,500,000.00 ",3,3,210,Verified Business
With installments . . Resale apartment 200m . . El Patio Oro Lavista . . in front of New Capital City,Apartment," 11,750,000.00 ",3,3,200,Verified Business
Penthouse 200m . . El Patio Oro Lavista . . in front of New Capital City . . Ready to deliver,," 13,100,000.00 ",3,3,200,Verified Business
Ready to Deliver . . Pent House 270m . . El Patio Oro La Vista . . in front of New Capital City,," 16,000,000.00 ",3,4,270,Verified Business
Apartment 171m . . El Patio Oro Lavista . . in front of New Capital City . . Ready to deliver,Apartment," 9,750,000.00 ",3,2,171,Verified Business
Lav Vsta El Patio Oro . . Premium location . . 3bed apartment for sale ready to deliver,Apartment," 9,600,000.00 ",3,2,164,Verified Business
Ground floor apartment 210m . . El Patio Oro Lavista . . in front of New Capital City . . Ready to deliver,Apartment," 13,000,000.00 ",3,3,210,Verified Business
"Own an apartment with a down payment starting from 82,500 and installments up to 12 years",Apartment," 5,500,000.00 ",1,1,60,Verified Business
Apartment For sale In El Patio Oro-Prime Location,Apartment," 6,750,000.00 ",2,2,128,
160m Fully Finished Apartment in Mountain View iCity Compound - New Cairo !! 1st Use,Apartment," 7,500,000.00 ",3,3,160,
very prime location iris Fully finished apartment for sale in Swan Lake Residencies with installments delivery 2026,Apartment," 14,500,000.00 ",3,3,219,Verified Business
"Apartment for Sale – 190 sqm | South Academy, Fifth Settlement",Apartment," 6,600,000.00 ",3,1,190,Verified Business
"The largest duplex in New Cairo, immediate receipt, finished, directly in front of the American Universit",," 14,000,000.00 ",2,3,285,
3-bedroom apartment with private garden for sale in The Icon Compound in the heart of New Cairo at the best price for a limited time,Apartment," 8,363,000.00 ",3,3,165,Verified Business
apartment for sale fully finished ultra super lux immediate delivery in a fully serviced compound prime location in Fifth Settlement,Apartment," 23,000,000.00 ",3,3,165,Verified Business
"120m² apartment with garden, private entrance, and open view in the Al-Takmiliya neighborhood, south of Suez, in one of the best and most distinguishe",Apartment," 4,040,000.00 ",2,2,120,
